,gesture,real,LR,match,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
11,11,11,R,True,0.6169158220291138,0.71622633934021,-7.34995337552391e-05,0.5838904976844788,0.6762419939041138,-0.031304068863391876,0.5728153586387634,0.6003985404968262,-0.05244449898600578,0.5997292995452881,0.5644253492355347,-0.07602167874574661,0.6333146691322327,0.5684539675712585,-0.09569340944290161,0.6180213689804077,0.5379284620285034,-0.018748944625258446,0.6163128018379211,0.4705163240432739,-0.05276036635041237,0.618632435798645,0.4271821975708008,-0.07423411309719086,0.6258513927459717,0.3864654004573822,-0.087419793009758,0.6508612632751465,0.5511401295661926,-0.028959134593605995,0.6700353622436523,0.48742467164993286,-0.06442823261022568,0.6863738298416138,0.4399234652519226,-0.08893187344074249,0.7038838863372803,0.3991536498069763,-0.10305958241224289,0.672453761100769,0.5841207504272461,-0.04442320391535759,0.6753120422363281,0.555772602558136,-0.10544571280479431,0.6426984071731567,0.5966980457305908,-0.11573648452758789,0.6240330338478088,0.628597617149353,-0.10062606632709503,0.687578022480011,0.6272582411766052,-0.06092991307377815,0.6799712181091309,0.6034671664237976,-0.11143465340137482,0.6510844826698303,0.6320552229881287,-0.1161695346236229,0.6331432461738586,0.6541237831115723,-0.10117748379707336
12,12,12,R,True,0.6147360801696777,0.708840548992157,-9.992825653171167e-05,0.5752618908882141,0.6670012474060059,-0.024921823292970657,0.5606125593185425,0.5907479524612427,-0.023799661546945572,0.562052309513092,0.5332953333854675,-0.025380806997418404,0.5594260096549988,0.48702889680862427,-0.025298500433564186,0.6136462688446045,0.5460874438285828,0.015755217522382736,0.6238222718238831,0.48458126187324524,0.0003747812588699162,0.6320945024490356,0.4430152177810669,-0.014123642817139626,0.6394898891448975,0.406426340341568,-0.02025950327515602,0.6407409310340881,0.5588250756263733,0.01376152690500021,0.6444903016090393,0.5261401534080505,-0.043220169842243195,0.6203307509422302,0.5802578926086426,-0.06636645644903183,0.602950394153595,0.6276308298110962,-0.06217736005783081,0.6675578355789185,0.581079363822937,0.0041422308422625065,0.6718872785568237,0.5459587574005127,-0.042641568928956985,0.6485428810119629,0.5944859981536865,-0.06188759207725525,0.6321173310279846,0.6306915879249573,-0.05707294121384621,0.6940750479698181,0.6062814593315125,-0.00717209791764617,0.7244411706924438,0.5632652640342712,-0.031068379059433937,0.7436049580574036,0.5367182493209839,-0.04820398986339569,0.763399600982666,0.5028228163719177,-0.052550118416547775
13,13,13,R,True,0.6189458966255188,0.737503170967102,-6.412487709894776e-05,0.5887171030044556,0.6852128505706787,-0.021346144378185272,0.5745193362236023,0.6170706152915955,-0.049872465431690216,0.5880575180053711,0.565258264541626,-0.08384556323289871,0.61992347240448,0.5466136336326599,-0.11236001551151276,0.6116049289703369,0.5480934381484985,-0.003908317536115646,0.6160769462585449,0.47344765067100525,-0.03980237618088722,0.6213757991790771,0.4275262951850891,-0.06362468004226685,0.6299067139625549,0.38544878363609314,-0.07694065570831299,0.6405103802680969,0.5648249387741089,-0.01784880831837654,0.6337471008300781,0.52239990234375,-0.07517940551042557,0.6138584613800049,0.5781556367874146,-0.08857350796461105,0.6141993999481201,0.6042630672454834,-0.07515871524810791,0.6642450094223022,0.5898069143295288,-0.03977780044078827,0.6509701609611511,0.5641305446624756,-0.09273464232683182,0.6300467848777771,0.6145765781402588,-0.09648386389017105,0.6337390542030334,0.6331318616867065,-0.08364811539649963,0.6853275895118713,0.6213381290435791,-0.06447821110486984,0.6702706217765808,0.5980960130691528,-0.09279539436101913,0.6492922902107239,0.6310511827468872,-0.0949988067150116,0.650119960308075,0.6454734206199646,-0.08769132941961288
14,14,14,R,True,0.6126121282577515,0.7219103574752808,-7.64800570323132e-05,0.581699788570404,0.6828395128250122,-0.02948952093720436,0.5658777952194214,0.6106662750244141,-0.05215688422322273,0.5855019092559814,0.5712239742279053,-0.07555712759494781,0.6204821467399597,0.5636501908302307,-0.0954836830496788,0.6149240136146545,0.5336900949478149,-0.019427575170993805,0.6137505769729614,0.46640968322753906,-0.048763565719127655,0.6182281374931335,0.4219665825366974,-0.06898079067468643,0.6243388652801514,0.38275253772735596,-0.08239924907684326,0.6493774652481079,0.5448963046073914,-0.032097261399030685,0.6636149883270264,0.4727173447608948,-0.05359506607055664,0.6764202117919922,0.4235215187072754,-0.07229426503181458,0.6893864274024963,0.3862421214580536,-0.08224430680274963,0.6704440712928772,0.577093780040741,-0.04910183325409889,0.6871153712272644,0.5275425314903259,-0.0766151174902916,0.6973617076873779,0.4914018213748932,-0.09312715381383896,0.7078077793121338,0.4587312638759613,-0.10049096494913101,0.6845619678497314,0.6215413808822632,-0.07054448872804642,0.6673537492752075,0.6064770221710205,-0.10872744768857956,0.6435362100601196,0.6332589983940125,-0.11995916068553925,0.6305066347122192,0.659477949142456,-0.11817236989736557
15,2,1,R,False,0.5479289889335632,0.7354723215103149,-4.774528861162253e-05,0.5013384819030762,0.7059662342071533,-0.0056434860453009605,0.46968692541122437,0.6531368494033813,-0.030538592487573624,0.44826555252075195,0.6152416467666626,-0.055779844522476196,0.45085692405700684,0.5970067977905273,-0.07265271246433258,0.5239278674125671,0.5601202845573425,-0.04002100229263306,0.4689634144306183,0.5649890303611755,-0.07294911891222,0.47141048312187195,0.6119115948677063,-0.06740003824234009,0.4878886342048645,0.6220288276672363,-0.05970226973295212,0.551037609577179,0.5663363337516785,-0.057476453483104706,0.4882536828517914,0.5874403715133667,-0.09301888942718506,0.4945988059043884,0.6379430890083313,-0.06757005304098129,0.512108325958252,0.6405125856399536,-0.041220296174287796,0.5695226788520813,0.5898973345756531,-0.08065993338823318,0.508821964263916,0.618150532245636,-0.1061997190117836,0.5127755999565125,0.6606369018554688,-0.07702282071113586,0.5282823443412781,0.6604844927787781,-0.056631170213222504,0.5795966982841492,0.6212137341499329,-0.10694600641727448,0.5334534049034119,0.6415665745735168,-0.11790474504232407,0.532027542591095,0.675877571105957,-0.10252932459115982,0.5450150966644287,0.6821349859237671,-0.09080597013235092
16,2,2,R,True,0.5480948090553284,0.7519972324371338,-2.729060361161828e-05,0.49389517307281494,0.7168650031089783,0.0031173930037766695,0.45901253819465637,0.6611189842224121,-0.01152835413813591,0.42705002427101135,0.6262896060943604,-0.025381537154316902,0.39553770422935486,0.608177125453949,-0.032762184739112854,0.504839301109314,0.5741325616836548,-0.04304119199514389,0.4535560607910156,0.5981847643852234,-0.07705187052488327,0.46065619587898254,0.6430802941322327,-0.0705166831612587,0.47955071926116943,0.6498996615409851,-0.06517241895198822,0.5362386703491211,0.5778809785842896,-0.06230644881725311,0.4728293716907501,0.6175652146339417,-0.09532634913921356,0.48424282670021057,0.6636207699775696,-0.06714367866516113,0.5036585330963135,0.6642376184463501,-0.04028386250138283,0.558742105960846,0.599311351776123,-0.08449385315179825,0.49641409516334534,0.641457736492157,-0.10937533527612686,0.5063090324401855,0.6803146004676819,-0.0752534344792366,0.5235395431518555,0.6806355714797974,-0.05036052316427231,0.5735496878623962,0.6320087909698486,-0.1098266988992691,0.5275923013687134,0.6588731408119202,-0.12626898288726807,0.5285295248031616,0.690629780292511,-0.11209040880203247,0.5420395731925964,0.6987824440002441,-0.1009172648191452
17,3,3,R,True,0.538878858089447,0.739629328250885,-5.9050908021163195e-05,0.49206018447875977,0.7161562442779541,-0.008033988066017628,0.46051809191703796,0.6541966199874878,-0.029781993478536606,0.4389565587043762,0.6086472868919373,-0.05265907570719719,0.41548702120780945,0.5758013725280762,-0.0749315395951271,0.5011411905288696,0.5870590209960938,-0.03639278560876846,0.4727098345756531,0.5493732690811157,-0.0749225914478302,0.45639660954475403,0.5141749382019043,-0.09535334259271622,0.44218894839286804,0.479322612285614,-0.11144056916236877,0.5353278517723083,0.5812371969223022,-0.05240994691848755,0.48125359416007996,0.6241915225982666,-0.10070198774337769,0.4835808277130127,0.6711512207984924,-0.08450336009263992,0.4962162375450134,0.6842588186264038,-0.06301353126764297,0.5602986812591553,0.6019101142883301,-0.0755804032087326,0.508931040763855,0.649613082408905,-0.11412571370601654,0.5093690752983093,0.6897714734077454,-0.09617865085601807,0.5190379023551941,0.6983646750450134,-0.07915019989013672,0.5793198347091675,0.6332043409347534,-0.10076204687356949,0.538707435131073,0.6683087348937988,-0.12159022688865662,0.5328245759010315,0.6989990472793579,-0.11143288761377335,0.5409854650497437,0.7059128284454346,-0.10238988697528839
18,4,4,R,True,0.5383459329605103,0.7499764561653137,-8.118843106785789e-05,0.4862396717071533,0.7190136909484863,0.003322376636788249,0.4499466121196747,0.6570982933044434,-0.006513835862278938,0.42423945665359497,0.6143845915794373,-0.027552250772714615,0.39633849263191223,0.5830457806587219,-0.0497862845659256,0.4814271628856659,0.5939501523971558,-0.019271815195679665,0.4568430185317993,0.533052384853363,-0.051802605390548706,0.4426797330379486,0.49003827571868896,-0.06897115707397461,0.43584689497947693,0.447976291179657,-0.0778806135058403,0.5122296810150146,0.5915334820747375,-0.044378478080034256,0.48873332142829895,0.5312025547027588,-0.0887242928147316,0.4700319170951843,0.49485689401626587,-0.11363820731639862,0.46032801270484924,0.456592321395874,-0.12769757211208344,0.5411049127578735,0.6059708595275879,-0.0698544830083847,0.49714845418930054,0.6109452247619629,-0.1153930053114891,0.48660629987716675,0.6634523272514343,-0.1036427766084671,0.4956643581390381,0.6836563348770142,-0.08478038012981415,0.5612998008728027,0.6321499943733215,-0.09506013989448547,0.5191803574562073,0.6498774290084839,-0.12040258944034576,0.5098131895065308,0.6856712102890015,-0.10931038856506348,0.5179175138473511,0.698250412940979,-0.09543999284505844
19,5,5,R,True,0.5322454571723938,0.7338498830795288,-6.28745838184841e-05,0.48611971735954285,0.7112753391265869,-0.005568488035351038,0.45131421089172363,0.647183895111084,-0.013774088583886623,0.429435133934021,0.6003687977790833,-0.027296727523207664,0.4075668454170227,0.5610228776931763,-0.04622156545519829,0.4811491370201111,0.5774656534194946,-0.027008632197976112,0.4595898687839508,0.5119425058364868,-0.05439470335841179,0.4476262032985687,0.4724666476249695,-0.07334087789058685,0.43972957134246826,0.4347416162490845,-0.0841425433754921,0.5121645927429199,0.5760804414749146,-0.04935776814818382,0.5015666484832764,0.4955095052719116,-0.07827084511518478,0.4960334002971649,0.4401995539665222,-0.09938971698284149,0.49612078070640564,0.3921891450881958,-0.11329590529203415,0.5390599370002747,0.5963424444198608,-0.07422427833080292,0.5293761491775513,0.5380197763442993,-0.11312328279018402,0.5171720385551453,0.5003103613853455,-0.1345885694026947,0.508450448513031,0.4662308394908905,-0.14766770601272583,0.5628884434700012,0.6274727582931519,-0.09653244912624359,0.5385144352912903,0.6223583817481995,-0.1390451192855835,0.5208650827407837,0.652484118938446,-0.14549295604228973,0.5124530792236328,0.6748773455619812,-0.14315985143184662
20,6,6,R,True,0.5237690210342407,0.7341638207435608,-5.605893238680437e-05,0.47614994645118713,0.7036741375923157,-0.0019970941357314587,0.44555363059043884,0.6441636681556702,-0.011087419465184212,0.42431873083114624,0.5954904556274414,-0.023369712755084038,0.4016892611980438,0.5614762306213379,-0.038158755749464035,0.4779093563556671,0.5786072611808777,-0.038979992270469666,0.45666825771331787,0.5082411170005798,-0.06783035397529602,0.44464993476867676,0.46607309579849243,-0.08883228152990341,0.43636205792427063,0.429842472076416,-0.1037377342581749,0.5061250925064087,0.5761527419090271,-0.055691059678792953,0.5000476241111755,0.496942400932312,-0.0850491151213646,0.49558010697364807,0.44363945722579956,-0.11292714625597,0.4933673143386841,0.397655725479126,-0.1366259604692459,0.5322710275650024,0.5921008586883545,-0.07086098939180374,0.5353536009788513,0.5226308703422546,-0.10306619107723236,0.5343837141990662,0.4737175405025482,-0.13065771758556366,0.5320109724998474,0.4293355643749237,-0.15262438356876373,0.5561802387237549,0.6211004257202148,-0.08372481912374496,0.5709216594696045,0.5733513832092285,-0.11480551958084106,0.5761392712593079,0.5417900085449219,-0.13782531023025513,0.5770686864852905,0.5095858573913574,-0.15505291521549225
21,7,7,R,True,0.517702579498291,0.7405489087104797,-6.910255615366623e-05,0.479414701461792,0.7106865048408508,-0.00959076825529337,0.45299795269966125,0.6521319150924683,-0.03294060379266739,0.46776503324508667,0.6146447062492371,-0.061883244663476944,0.4988475739955902,0.6172832250595093,-0.09101425856351852,0.47175732254981995,0.5748009085655212,-0.020453501492738724,0.44962263107299805,0.5150066614151001,-0.047014880925416946,0.43682628870010376,0.47490328550338745,-0.06644564121961594,0.42806297540664673,0.4389776289463043,-0.08113101124763489,0.49698832631111145,0.5714861154556274,-0.040156230330467224,0.49144911766052246,0.49855467677116394,-0.06788866221904755,0.4851040542125702,0.44780027866363525,-0.09068615734577179,0.48138856887817383,0.4039975106716156,-0.10578430444002151,0.5202669501304626,0.5877068042755127,-0.061119504272937775,0.5242366194725037,0.5223161578178406,-0.09028814733028412,0.5213926434516907,0.4747401475906372,-0.11733189970254898,0.5188945531845093,0.4299461841583252,-0.1344173699617386,0.5409378409385681,0.6171038746833801,-0.08379189670085907,0.5576797723770142,0.5685732364654541,-0.11126846075057983,0.5641942024230957,0.5333453416824341,-0.1314002126455307,0.5687378644943237,0.4971219003200531,-0.1430584043264389
22,8,8,R,True,0.5213660001754761,0.7433198690414429,-7.635537622263655e-05,0.4851602613925934,0.7026693820953369,-0.0007172112236730754,0.47569137811660767,0.6377917528152466,-0.009003722108900547,0.4838694632053375,0.5998303294181824,-0.026181751862168312,0.5019952654838562,0.5811980962753296,-0.04660261049866676,0.4946541488170624,0.5850443243980408,0.00455068564042449,0.4687730073928833,0.5560808777809143,-0.02895350381731987,0.4591866135597229,0.5968347787857056,-0.049736037850379944,0.46045613288879395,0.6341869235038757,-0.05444904416799545,0.5142342448234558,0.5750686526298523,-0.014629297889769077,0.4934907555580139,0.5190308094024658,-0.032925743609666824,0.4702492654323578,0.4804385006427765,-0.044906727969646454,0.4510446786880493,0.4458831548690796,-0.05261404812335968,0.5373395681381226,0.5817015767097473,-0.03977394476532936,0.5392589569091797,0.5164780020713806,-0.059971511363983154,0.5298064351081848,0.47096216678619385,-0.06513560563325882,0.5193792581558228,0.431810200214386,-0.06818152219057083,0.5585216283798218,0.6038508415222168,-0.06621818244457245,0.5758887529373169,0.5503594875335693,-0.0875757709145546,0.5815579295158386,0.5148370265960693,-0.08990178257226944,0.582770586013794,0.47457244992256165,-0.08637901395559311
23,9,9,R,True,0.5190261006355286,0.7424207925796509,-0.00011717083543771878,0.48425132036209106,0.7079606652259827,0.020607316866517067,0.4722645878791809,0.6336495280265808,0.0347733311355114,0.4768908619880676,0.5869521498680115,0.03483963757753372,0.486488938331604,0.5514522790908813,0.03106570616364479,0.4941498041152954,0.5855028033256531,0.04579317197203636,0.4768751263618469,0.5441476702690125,0.03260970115661621,0.46416163444519043,0.5810654163360596,0.029829824343323708,0.45982831716537476,0.6117536425590515,0.03658141940832138,0.5133625864982605,0.5864369869232178,0.017472604289650917,0.4859028458595276,0.5439612865447998,-0.022649571299552917,0.4693177342414856,0.5854912400245667,-0.04934709146618843,0.46332988142967224,0.6226284503936768,-0.04936251789331436,0.5360918641090393,0.5896083116531372,-0.012833359651267529,0.5197167992591858,0.5315189361572266,-0.03613419830799103,0.49732932448387146,0.5037145614624023,-0.05145582929253578,0.4790627658367157,0.4778309762477875,-0.05314617604017258,0.5599386692047119,0.601527988910675,-0.04242929071187973,0.5739706754684448,0.5491133332252502,-0.05401359871029854,0.5757277011871338,0.5171941518783569,-0.056368544697761536,0.5743373036384583,0.48152273893356323,-0.052428457885980606
